100,7.51E-11
125.8925412,7.51E-11
158.4893192,7.51E-11
199.5262315,7.50E-11
251.1886432,7.50E-11
316.227766,7.50E-11
398.1071706,7.50E-11
501.1872336,7.49E-11
630.9573445,7.48E-11
794.3282347,7.47E-11
1000,7.45E-11
1258.925412,7.42E-11
1584.893192,7.37E-11
1995.262315,7.29E-11
2511.886432,7.16E-11
3162.27766,6.98E-11
3981.071706,6.70E-11
5011.872336,6.31E-11
6309.573445,5.77E-11
7943.282347,5.08E-11
10000,4.27E-11
12589.25412,3.41E-11
15848.93192,2.59E-11
19952.62315,1.87E-11
25118.86432,1.30E-11
31622.7766,8.76E-12
39810.71706,5.78E-12
50118.72336,3.75E-12
63095.73445,2.41E-12
79432.82347,1.54E-12
100000,9.80E-13
125892.5412,6.21E-13
158489.3192,3.93E-13
199526.2315,2.49E-13
251188.6432,1.57E-13
316227.766,9.94E-14
398107.1706,6.29E-14
500000,4.00E-14